Ticket ID,Ticket Status,Ticket Priority,Date of Purchase,Time to Resolution,Lifespan_Hours
2224,Pending Customer Response,Critical,2021-01-27,,
2225,Pending Customer Response,Critical,2021-02-07,,
2226,Closed,Critical,2021-01-12,2023-06-01 10:21:03,20890.350833333334
2227,Closed,Low,2020-09-23,2023-06-01 11:41:04,23555.684444444443
2228,Pending Customer Response,Critical,2020-12-21,,
2229,Closed,High,2020-10-03,2023-06-01 09:00:07,23313.001944444444
2230,Closed,Medium,2020-04-21,2023-06-01 07:23:09,27271.385833333334
2231,Open,High,2020-08-20,,
2232,Closed,Medium,2021-08-28,2023-06-01 12:24:11,15420.403055555556
2233,Open,Medium,2020-01-10,,
2234,Open,Low,2020-03-12,,
2235,Open,Critical,2020-11-04,,
2236,Open,Critical,2021-07-16,,
2237,Closed,Medium,2021-11-30,2023-06-01 21:03:19,13173.055277777778
2238,Open,High,2020-10-08,,
2239,Open,High,2020-05-17,,
2240,Pending Customer Response,Low,2020-12-16,,
2241,Pending Customer Response,High,2021-07-19,,
2242,Open,Low,2020-07-10,,
2243,Open,Critical,2021-05-13,,
2244,Open,Medium,2020-03-02,,
2245,Closed,High,2020-09-16,2023-06-01 00:52:29,23712.874722222223
2246,Closed,Medium,2020-09-06,2023-06-01 17:34:30,23969.575
2247,Closed,Low,2020-09-18,2023-05-31 22:48:32,23662.80888888889
2248,Closed,Critical,2020-10-27,2023-06-01 12:30:34,22740.509444444444
2249,Pending Customer Response,Medium,2021-05-27,,
2250,Closed,Critical,2021-07-26,2023-06-01 10:12:36,16210.21
2251,Open,High,2020-06-20,,
2252,Closed,High,2020-04-24,2023-06-01 15:21:38,27207.360555555555
2253,Closed,High,2020-09-21,2023-06-01 13:42:39,23605.710833333334
2254,Open,High,2021-11-30,,
2255,Closed,High,2021-04-09,2023-06-01 17:38:43,18809.645277777778
2256,Pending Customer Response,Critical,2021-04-22,,
2257,Pending Customer Response,High,2021-10-18,,
2258,Pending Customer Response,High,2020-09-29,,
2259,Pending Customer Response,High,2020-09-06,,
2260,Open,High,2021-04-18,,
2261,Open,Low,2021-04-24,,
2262,Closed,Medium,2020-02-16,2023-06-01 12:24:54,28836.415
2263,Closed,High,2021-11-12,2023-06-01 14:00:56,13598.015555555556
2264,Open,Low,2021-12-02,,
2265,Pending Customer Response,Low,2020-05-29,,
2266,Pending Customer Response,Medium,2020-01-24,,
2267,Closed,Critical,2021-12-13,2023-06-01 02:18:03,12842.300833333333
2268,Open,Low,2021-02-06,,
2269,Pending Customer Response,Medium,2021-11-01,,
2270,Closed,Critical,2020-08-27,2023-06-01 20:18:06,24212.301666666666
2271,Pending Customer Response,Critical,2021-05-17,,
2272,Closed,Low,2020-05-15,2023-06-01 08:41:09,26696.685833333333
2273,Pending Customer Response,Low,2020-05-22,,
2274,Closed,Medium,2021-07-25,2023-06-01 07:00:11,16231.003055555555
2275,Open,Critical,2020-11-28,,
2276,Open,Low,2021-09-18,,
2277,Closed,Low,2021-11-24,2023-06-01 21:35:16,13317.587777777779
2278,Pending Customer Response,Low,2020-12-26,,
2279,Open,Critical,2020-03-27,,
2280,Pending Customer Response,Critical,2021-08-08,,
2281,Closed,Low,2021-02-21,2023-06-01 01:10:22,19921.172777777778
2282,Pending Customer Response,Low,2021-03-14,,
2283,Pending Customer Response,Medium,2021-06-21,,
2284,Pending Customer Response,Low,2021-03-06,,
2285,Open,High,2021-08-24,,
2286,Closed,Critical,2020-02-16,2023-06-01 07:19:28,28831.324444444443
2287,Open,Critical,2020-04-15,,
2288,Pending Customer Response,Medium,2020-10-22,,
2289,Pending Customer Response,Low,2021-10-03,,
2290,Closed,Critical,2020-08-08,2023-06-01 13:10:33,24661.175833333335
2291,Open,Medium,2021-03-26,,
2292,Open,Medium,2020-06-02,,
2293,Open,Medium,2021-03-15,,
2294,Pending Customer Response,Medium,2021-02-04,,
2295,Closed,High,2021-02-04,2023-06-01 06:46:39,20334.7775
2296,Open,Medium,2020-12-24,,
2297,Pending Customer Response,Low,2021-07-06,,
2298,Pending Customer Response,Low,2020-07-26,,
2299,Pending Customer Response,Critical,2020-06-22,,
2300,Pending Customer Response,Medium,2020-06-12,,
2301,Pending Customer Response,Low,2020-06-06,,
2302,Open,Critical,2021-11-17,,
2303,Open,Low,2021-02-27,,
2304,Pending Customer Response,Critical,2021-04-18,,
2305,Open,Medium,2020-05-05,,
2306,Pending Customer Response,Medium,2020-09-09,,
2307,Closed,Critical,2020-02-27,2023-06-01 07:44:57,28567.74916666667
2308,Open,Medium,2021-01-22,,
2309,Open,High,2020-07-19,,
2310,Pending Customer Response,High,2020-12-22,,
2311,Pending Customer Response,Critical,2020-07-19,,
2312,Closed,High,2020-07-18,2023-06-01 20:03:05,25172.05138888889
2313,Pending Customer Response,Medium,2020-09-05,,
2314,Closed,High,2021-01-05,2023-05-31 23:52:06,21047.868333333332
2315,Closed,High,2020-01-05,2023-06-01 07:40:08,29839.66888888889
2316,Pending Customer Response,Critical,2020-03-27,,
2317,Pending Customer Response,Critical,2020-04-05,,
2318,Open,Low,2020-10-28,,
2319,Open,Medium,2020-08-02,,
2320,Open,Medium,2020-04-08,,
2321,Closed,Medium,2021-07-09,2023-06-01 17:41:16,16625.687777777777
2322,Closed,Medium,2021-10-24,2023-06-01 13:02:18,14053.038333333334
2323,Closed,High,2021-07-14,2023-06-01 15:05:20,16503.088888888888
2324,Closed,Low,2020-07-15,2023-06-01 21:42:22,25245.70611111111
2325,Closed,Low,2021-04-22,2023-06-01 17:05:23,18497.089722222223
2326,Pending Customer Response,Medium,2021-09-12,,
2327,Closed,Low,2020-12-05,2023-06-01 02:55:27,21794.924166666668
2328,Open,Medium,2021-03-28,,
2329,Closed,Critical,2021-06-22,2023-06-01 17:52:29,17033.874722222223
2330,Pending Customer Response,Critical,2021-06-13,,
2331,Pending Customer Response,Low,2020-02-15,,
2332,Open,Critical,2020-09-21,,
2333,Open,Critical,2020-11-26,,
2334,Pending Customer Response,Critical,2021-08-02,,
2335,Open,Low,2021-04-13,,
2336,Pending Customer Response,Medium,2021-06-24,,
2337,Pending Customer Response,Low,2021-06-27,,
2338,Closed,Critical,2020-07-31,2023-06-01 17:14:41,24857.24472222222
2339,Closed,Medium,2021-08-20,2023-06-01 02:59:43,15602.995277777778
2340,Pending Customer Response,Low,2020-01-27,,
2341,Closed,Low,2020-06-30,2023-06-01 21:29:45,25605.495833333334
2342,Closed,Medium,2021-11-04,2023-06-01 03:08:47,13779.146388888888
2343,Open,Critical,2020-02-14,,
2344,Open,Critical,2021-04-15,,
2345,Closed,Critical,2021-12-04,2023-06-01 10:33:49,13066.56361111111
2346,Closed,Critical,2021-09-01,2023-05-31 23:43:50,15311.730555555556
2347,Closed,Low,2021-01-22,2023-06-01 14:15:50,20654.26388888889
2348,Pending Customer Response,High,2020-09-29,,
2349,Pending Customer Response,Critical,2020-07-30,,
2350,Open,Low,2021-10-14,,
2351,Open,Critical,2020-07-15,,
2352,Closed,Medium,2021-11-08,2023-06-01 15:02:58,13695.049444444445
2353,Pending Customer Response,Medium,2021-12-22,,
2354,Open,Medium,2021-12-29,,
2355,Open,Medium,2021-05-25,,
2356,Pending Customer Response,Low,2021-02-26,,
2357,Pending Customer Response,Low,2021-10-19,,
2358,Closed,High,2021-04-19,2023-06-01 01:49:05,18553.818055555555
2359,Closed,Low,2021-01-26,2023-06-01 16:32:06,20560.535
2360,Open,Critical,2020-03-02,,
2361,Closed,Medium,2021-08-16,2023-06-01 15:12:10,15711.202777777778
2362,Closed,Medium,2021-11-05,2023-06-01 00:15:12,13752.253333333334
2363,Closed,Critical,2020-03-18,2023-06-01 14:10:13,28094.17027777778
2364,Open,Medium,2020-07-05,,
2365,Closed,High,2020-09-13,2023-06-01 14:20:17,23798.338055555556
2366,Pending Customer Response,Low,2021-12-25,,
2367,Open,Critical,2020-11-22,,
2368,Closed,Critical,2020-07-14,2023-06-01 08:18:20,25256.305555555555
2369,Pending Customer Response,Low,2021-03-05,,
2370,Pending Customer Response,Low,2021-08-11,,
2371,Open,Critical,2020-10-29,,
2372,Closed,Low,2021-09-08,2023-06-01 17:08:26,15161.140555555556
2373,Closed,Medium,2020-01-27,2023-06-01 19:44:28,29323.74111111111
2374,Pending Customer Response,High,2021-08-30,,
2375,Pending Customer Response,High,2021-02-14,,
2376,Open,Medium,2021-02-14,,
2377,Open,High,2020-02-10,,
2378,Closed,Low,2021-03-10,2023-06-01 21:56:34,19533.94277777778
2379,Closed,Medium,2020-06-12,2023-06-01 10:32:35,26026.543055555554
2380,Open,High,2021-07-16,,
2381,Pending Customer Response,Low,2020-05-27,,
2382,Pending Customer Response,High,2021-02-23,,
2383,Open,Medium,2020-03-23,,
2384,Pending Customer Response,Medium,2020-02-09,,
2385,Open,Medium,2021-08-07,,
2386,Pending Customer Response,High,2021-05-18,,
2387,Open,Critical,2020-04-18,,
2388,Closed,Medium,2020-03-17,2023-06-01 11:17:48,28115.296666666665
2389,Open,Low,2020-08-10,,
2390,Open,Low,2021-05-29,,
2391,Closed,Critical,2020-04-02,2023-06-01 10:58:54,27730.981666666667
2392,Open,High,2020-06-11,,
2393,Closed,Medium,2020-09-22,2023-06-01 02:55:56,23570.93222222222
2394,Pending Customer Response,High,2020-09-15,,
2395,Closed,High,2020-10-27,2023-06-01 13:37:58,22741.632777777777
2396,Pending Customer Response,High,2021-05-18,,
2397,Open,Critical,2020-07-05,,
2398,Closed,High,2021-07-04,2023-05-31 22:54:02,16726.900555555556
2399,Open,Critical,2021-01-21,,
2400,Pending Customer Response,High,2020-06-05,,
2401,Open,Critical,2020-05-31,,
2402,Closed,Medium,2020-02-06,2023-06-01 15:34:07,29079.56861111111
2403,Closed,Low,2021-01-02,2023-06-01 20:53:09,21140.885833333334
2404,Closed,Low,2021-05-09,2023-05-31 22:48:11,18070.803055555556
2405,Pending Customer Response,Low,2021-06-21,,
2406,Open,Medium,2020-02-03,,
2407,Pending Customer Response,Medium,2021-01-03,,
2408,Open,Medium,2021-12-06,,
2409,Open,Critical,2021-06-14,,
2410,Closed,Low,2020-03-03,2023-06-01 19:30:19,28459.50527777778
2411,Closed,Critical,2021-04-25,2023-06-01 16:07:20,18424.12222222222
2412,Closed,Medium,2020-11-30,2023-06-01 15:30:20,21927.505555555555
2413,Closed,High,2021-12-24,2023-06-01 13:41:21,12589.689166666667
2414,Closed,Critical,2020-11-20,2023-06-01 07:51:23,22159.85638888889
2415,Pending Customer Response,Medium,2021-09-05,,
2416,Closed,Low,2020-07-22,2023-06-01 19:36:26,25075.60722222222
2417,Closed,Medium,2020-01-06,2023-06-01 09:07:26,29817.123888888887
2418,Open,High,2021-10-21,,
2419,Open,Critical,2021-02-27,,
2420,Pending Customer Response,Low,2021-03-24,,
2421,Closed,Low,2021-11-24,2023-06-01 08:08:33,13304.1425
2422,Closed,Critical,2021-05-02,2023-06-01 06:24:35,18246.409722222223
2423,Open,Medium,2021-01-28,,
2424,Pending Customer Response,Low,2020-06-09,,
2425,Pending Customer Response,High,2020-04-21,,
2426,Closed,Critical,2021-11-07,2023-06-01 03:30:40,13707.511111111111
2427,Open,Low,2021-07-28,,
2428,Pending Customer Response,Critical,2021-02-17,,
2429,Open,Low,2020-07-09,,
2430,Open,Medium,2021-09-16,,
2431,Closed,High,2020-03-19,2023-06-01 03:31:46,28059.529444444444
2432,Open,Low,2020-07-16,,
2433,Open,Medium,2020-07-20,,
2434,Pending Customer Response,High,2020-06-19,,
2435,Pending Customer Response,Medium,2020-05-18,,
2436,Open,Medium,2020-01-23,,
2437,Pending Customer Response,Low,2021-09-15,,
2438,Open,Critical,2020-04-14,,
2439,Closed,High,2021-12-21,2023-06-01 17:24:58,12665.416111111112
2440,Pending Customer Response,Critical,2020-01-16,,
2441,Closed,Low,2021-02-03,2023-06-01 01:40:00,20353.666666666668
2442,Closed,High,2020-11-23,2023-06-01 10:47:00,22090.783333333333
2443,Pending Customer Response,Medium,2020-08-26,,
2444,Pending Customer Response,Critical,2021-06-18,,
2445,Pending Customer Response,Medium,2020-03-28,,
2446,Pending Customer Response,Low,2020-06-18,,
2447,Open,Medium,2021-02-08,,
2448,Pending Customer Response,Low,2021-08-19,,
2449,Open,Low,2021-03-30,,
2450,Closed,Low,2021-07-25,2023-06-01 10:21:12,16234.353333333333
2451,Open,Critical,2021-07-04,,
2452,Closed,Low,2021-03-15,2023-06-01 08:54:15,19400.904166666667
2453,Pending Customer Response,Medium,2020-11-17,,
2454,Closed,High,2021-10-24,2023-06-01 02:03:17,14042.054722222223
2455,Open,Low,2020-05-21,,
2456,Closed,Low,2020-05-30,2023-06-01 16:29:19,26344.488611111112
2457,Open,Critical,2021-09-15,,
2458,Open,Low,2020-12-16,,
2459,Pending Customer Response,Low,2020-03-01,,
2460,Pending Customer Response,Critical,2020-11-05,,
2461,Closed,Low,2020-08-08,2023-05-31 23:42:28,24647.707777777778
2462,Pending Customer Response,Medium,2021-09-15,,
2463,Pending Customer Response,Medium,2020-05-04,,
2464,Pending Customer Response,Low,2021-04-13,,
2465,Closed,Critical,2020-09-26,2023-06-01 13:49:33,23485.825833333332
2466,Closed,Critical,2021-07-05,2023-06-01 04:08:35,16708.143055555556
2467,Closed,Medium,2020-12-18,2023-06-01 18:26:37,21498.44361111111
2468,Closed,Critical,2020-11-27,2023-06-01 01:02:38,21985.04388888889
2469,Open,Low,2020-06-29,,
2470,Closed,Critical,2020-01-05,2023-06-01 17:10:41,29849.178055555556
2471,Closed,Low,2021-10-16,2023-06-01 15:43:42,14247.728333333333
2472,Closed,Medium,2020-10-17,2023-06-01 01:25:44,22969.428888888888
2473,Closed,High,2021-10-19,2023-06-01 15:34:46,14175.579444444444
2474,Closed,Medium,2021-11-29,2023-06-01 18:11:47,13194.19638888889
2475,Pending Customer Response,High,2020-07-24,,
2476,Open,Low,2021-01-27,,
2477,Closed,High,2020-04-19,2023-06-01 21:56:52,27333.94777777778
2478,Pending Customer Response,Low,2021-04-28,,
2479,Closed,Medium,2021-05-17,2023-06-01 06:23:56,17886.39888888889
2480,Pending Customer Response,Low,2020-04-12,,
2481,Open,Critical,2021-07-17,,
2482,Pending Customer Response,Critical,2021-03-07,,
2483,Pending Customer Response,Critical,2020-08-01,,
2484,Pending Customer Response,Medium,2021-12-26,,
2485,Pending Customer Response,Medium,2021-07-30,,
2486,Closed,High,2021-10-20,2023-06-01 07:44:06,14143.735
2487,Open,Medium,2021-05-08,,
2488,Closed,Low,2020-08-02,2023-06-01 02:30:08,24794.50222222222
2489,Closed,Critical,2020-12-16,2023-06-01 01:18:10,21529.30277777778
2490,Pending Customer Response,Critical,2020-01-06,,
2491,Pending Customer Response,High,2020-10-29,,
2492,Closed,Medium,2020-07-15,2023-06-01 05:50:14,25229.83722222222
2493,Closed,Critical,2020-06-27,2023-06-01 17:00:16,25673.004444444443
2494,Open,Medium,2021-02-17,,
2495,Pending Customer Response,Critical,2021-05-25,,
2496,Pending Customer Response,Low,2020-12-05,,
2497,Pending Customer Response,Medium,2021-04-18,,
2498,Pending Customer Response,Low,2020-07-22,,
2499,Pending Customer Response,Medium,2020-10-25,,
2500,Open,High,2021-08-08,,
2501,Open,Low,2020-12-31,,
2502,Pending Customer Response,Low,2020-05-22,,
2503,Open,Low,2020-03-24,,
2504,Pending Customer Response,Low,2021-05-17,,
2505,Open,Low,2021-08-01,,
2506,Pending Customer Response,High,2021-01-08,,
2507,Closed,High,2021-10-28,2023-06-01 20:23:38,13964.39388888889
2508,Open,High,2020-06-09,,
2509,Open,Critical,2021-05-16,,
2510,Open,Critical,2021-12-14,,
2511,Open,Medium,2020-01-30,,
2512,Pending Customer Response,Low,2021-12-12,,
2513,Open,Critical,2020-02-08,,
2514,Pending Customer Response,Medium,2020-05-09,,
2515,Pending Customer Response,High,2020-02-15,,
2516,Pending Customer Response,Low,2020-04-08,,
2517,Closed,Low,2021-12-10,2023-06-01 15:51:50,12927.863888888889
2518,Closed,Medium,2021-09-04,2023-06-01 05:09:51,15245.164166666667
2519,Open,Medium,2021-07-03,,
2520,Pending Customer Response,Critical,2020-04-10,,
2521,Pending Customer Response,Low,2020-04-18,,
2522,Pending Customer Response,Medium,2020-11-18,,
2523,Closed,Low,2021-12-11,2023-06-01 20:44:56,12908.74888888889
2524,Pending Customer Response,Medium,2021-12-17,,
2525,Pending Customer Response,High,2021-10-19,,
2526,Open,High,2020-06-21,,
2527,Pending Customer Response,Medium,2021-05-04,,
2528,Pending Customer Response,Low,2021-12-06,,
2529,Pending Customer Response,Medium,2021-12-12,,
2530,Closed,Critical,2020-01-08,2023-06-01 20:25:06,29780.418333333335
2531,Open,Medium,2021-08-16,,
2532,Closed,Critical,2021-04-17,2023-06-01 03:27:09,18603.4525
2533,Open,Low,2021-02-04,,
2534,Closed,Low,2021-07-20,2023-06-01 17:17:12,16361.286666666667
2535,Open,Critical,2020-08-25,,
2536,Closed,Critical,2020-07-02,2023-06-01 04:57:15,25540.954166666666
2537,Open,Medium,2021-05-02,,
2538,Pending Customer Response,High,2020-11-01,,
2539,Open,Medium,2021-09-27,,
2540,Closed,Critical,2020-01-13,2023-05-31 22:51:20,29638.855555555554
2541,Closed,Low,2021-01-23,2023-06-01 03:04:22,20619.07277777778
2542,Pending Customer Response,High,2020-12-23,,
2543,Pending Customer Response,Medium,2021-01-06,,
2544,Pending Customer Response,Medium,2021-01-16,,
2545,Closed,Critical,2021-06-28,2023-06-01 06:36:26,16878.60722222222
2546,Pending Customer Response,Medium,2021-05-24,,
2547,Open,Low,2021-10-16,,
2548,Closed,High,2020-05-08,2023-06-01 13:23:31,26869.391944444444
2549,Closed,Low,2021-12-06,2023-06-01 10:09:33,13018.159166666666
2550,Open,Critical,2020-02-04,,
2551,Pending Customer Response,Low,2021-07-02,,
2552,Pending Customer Response,Critical,2020-10-01,,
2553,Open,Low,2021-03-27,,
2554,Pending Customer Response,Critical,2021-04-21,,
2555,Closed,Critical,2020-07-09,2023-06-01 10:20:43,25378.34527777778
2556,Closed,High,2021-02-26,2023-06-01 01:22:44,19801.37888888889
2557,Closed,High,2021-11-28,2023-06-01 06:34:46,13206.579444444444
2558,Pending Customer Response,Critical,2021-11-13,,
2559,Open,Critical,2020-11-12,,
2560,Pending Customer Response,Critical,2021-08-12,,
2561,Pending Customer Response,Medium,2021-05-08,,
2562,Pending Customer Response,Low,2021-12-08,,
2563,Pending Customer Response,Low,2021-04-30,,
2564,Open,Medium,2020-10-04,,
2565,Open,High,2020-01-01,,
2566,Pending Customer Response,Low,2020-11-25,,
2567,Open,Medium,2020-12-19,,
2568,Closed,High,2021-06-29,2023-06-01 01:46:02,16849.76722222222
2569,Open,High,2021-01-07,,
2570,Pending Customer Response,High,2020-04-25,,
2571,Pending Customer Response,High,2021-04-17,,
2572,Pending Customer Response,Medium,2020-07-25,,
2573,Open,Critical,2021-02-23,,
2574,Closed,Critical,2021-12-05,2023-06-01 10:16:11,13042.269722222221
2575,Open,Medium,2020-06-12,,
2576,Closed,High,2021-11-07,2023-06-01 05:25:13,13709.420277777777
2577,Open,Low,2020-08-25,,
2578,Pending Customer Response,Low,2020-06-10,,
2579,Pending Customer Response,High,2021-05-09,,
2580,Closed,Medium,2021-07-15,2023-06-01 05:12:18,16469.205
2581,Pending Customer Response,Critical,2020-05-20,,
2582,Open,Low,2020-06-28,,
2583,Open,High,2020-02-17,,
2584,Pending Customer Response,High,2021-02-19,,
2585,Open,Low,2021-01-18,,
2586,Open,Medium,2021-08-21,,
2587,Closed,Medium,2020-03-18,2023-06-01 17:34:26,28097.573888888888
2588,Closed,Low,2020-09-13,2023-06-01 07:05:28,23791.091111111113
2589,Closed,Low,2020-06-13,2023-06-01 06:51:28,25998.85777777778
2590,Closed,Medium,2020-01-10,2023-06-01 15:31:30,29727.525
2591,Closed,Low,2020-05-23,2023-06-01 00:52:31,26496.875277777777
2592,Pending Customer Response,Low,2021-06-07,,
2593,Pending Customer Response,Low,2020-07-12,,
2594,Pending Customer Response,Low,2020-12-24,,
2595,Open,Low,2020-06-25,,
2596,Pending Customer Response,High,2021-09-03,,
2597,Closed,Low,2020-07-28,2023-06-01 08:57:39,24920.960833333334
2598,Pending Customer Response,Critical,2020-02-18,,
2599,Open,Medium,2020-05-12,,
2600,Pending Customer Response,Medium,2021-02-05,,
2601,Open,Medium,2020-02-11,,
2602,Pending Customer Response,Medium,2021-11-24,,
2603,Pending Customer Response,Medium,2020-12-23,,
2604,Open,Low,2021-10-19,,
2605,Pending Customer Response,Critical,2020-02-16,,
2606,Pending Customer Response,Low,2021-01-30,,
2607,Pending Customer Response,Critical,2021-01-24,,
2608,Closed,Low,2020-03-12,2023-06-01 19:53:53,28243.898055555557
2609,Pending Customer Response,Low,2020-05-26,,
2610,Closed,Low,2020-08-09,2023-06-01 10:15:57,24634.265833333335
2611,Open,Medium,2020-12-10,,
2612,Closed,High,2020-04-06,2023-06-01 22:01:00,27646.016666666666
2613,Closed,Critical,2020-04-19,2023-06-01 02:47:01,27314.78361111111
2614,Open,Critical,2020-05-03,,
2615,Pending Customer Response,High,2020-09-18,,
2616,Open,Low,2021-01-18,,
2617,Open,High,2020-02-22,,
2618,Pending Customer Response,Critical,2021-10-20,,
2619,Closed,Critical,2020-01-19,2023-06-01 04:22:09,29500.369166666667
